impressions,clicks,click_rate,session_length_secs,unique_sites,unique_apps,device_type,device_conn_type,ua_len,hour_mean,hour_std,interclick_mean,interclick_std,c14_nunique,c15_nunique,c16_nunique,c17_nunique,c18_nunique,c19_nunique,c20_nunique,c21_nunique
5.707596547490811,0.34968055732746733,0.0,355.18081678288104,1.1536429726549702,1.0562076055449532,0.9966765425881309,0.9746540349678853,86.99736495222882,10.04474675168721,0.2838033514085634,55.340385904364794,10.644552625601364,1.0259485887399262,1.2974451131152605,1.1289908764423522,0.9571160614053424,0.9555717464859494,1.055773163625967,1.0218708610545866,1.0501632799449858
40.1999892032517,30.95786461582163,0.7450799242238697,74.41424736850541,17.390277464415774,10.063560948602527,0.047287630368398115,0.0,11.81549798984226,4.942512356064224,0.18823697309917103,3.526199095198791,0.0,5.0303841222391315,4.949004344279114,4.989534117477895,5.0548617219393615,5.028886224638382,5.066770020006118,4.968308563338172,5.097705706712318
68.91810402194442,66.21102289808236,1.012732533752218,47.77736123091069,25.54907445908083,12.070291693680902,0.0,0.0,14.593146375896021,2.1269004360076105,0.11625951065040706,1.2874782166374117,0.44166811854004073,5.899825906443559,5.9768909846586435,5.904092320059055,6.0286481893437704,6.015669436208844,6.021701132985239,5.952725391806095,6.063697923461362
71.53550790757437,67.55034956572675,0.9807137390396875,54.90055624934477,24.96974614682161,11.841662168248666,0.0,0.03302420759056472,9.122951098124267,1.7880014109091178,0.10766432692518928,4.424743920253702,0.24474630259197416,6.061273197297252,5.965734464058207,6.051425597897827,5.928272098604248,6.047405057752354,5.965107847491135,6.081770654089511,5.895700405610409
7.078787930744152,0.0,0.14315902438297343,201.0514059606483,0.9995672452538116,0.8186605536971876,1.0419295807782418,1.0045281218813347,91.83481597413349,14.207222698770078,0.5006207645250303,40.12723471383619,11.787860023335412,1.8974308992540743,2.202211642760265,1.9501088453324658,1.9565780897331664,2.0442197837207248,1.9065308675754928,2.0371328183136033,2.0186536445875967
69.54141169742536,68.47943061308841,0.9934574379090906,44.2827499772452,24.886354038407227,11.963926330164448,0.0,0.027901949107080715,10.052477493251315,1.5101615849152996,0.09970159229828329,1.3080027043299185,0.0,6.115975818624316,5.9287832994686385,5.952728944187156,5.904453571316781,5.8667741513688565,6.035655057966641,5.935420764625254,6.0942005182559456
70.22980463632457,68.32475987416237,0.984986265823852,45.060197828998284,24.607648786332017,12.02955223082614,0.0,0.0,14.471202329313128,2.3861368909215654,0.10234716074572603,0.376349507954686,0.0,5.913190913084843,6.119451984035825,6.040760720639593,5.907986976117237,6.14339273869304,6.069803972847034,6.141100527762582,6.1006557362751686
3.472133727137636,0.4212139113236576,0.1581830124108698,237.37395933826443,1.8346937726079275,1.2879343535442689,0.9869170226105962,1.0293597096778668,74.36501520310163,18.741427569438393,0.4963577656998539,29.714237916877938,8.036925318736325,1.244623109176419,1.027838708410436,0.9760019355585088,1.0327248634274124,0.952543521312336,1.105017472012894,0.8651970455538642,1.064495832866614
4.36004776944699,2.1055281984370886,0.18390145698964108,186.11691725762344,0.9306690336549904,1.0610937622004526,0.9902187521059113,0.9838554578624976,78.84042647689607,12.941691358223155,0.523990192784943,45.27518970591689,10.244870834574655,0.9638817001761829,0.9144227651949693,0.9355922012410045,1.1722889332548787,0.8967899381376907,1.0237283956267345,0.8529718178591754,0.76489726395115
5.935920673611337,1.1306450730980973,0.22147968626595105,177.84907414218816,0.5538538832350586,0.7585550101542834,0.9862880324087998,1.0277404136385961,78.30514155995492,13.38054784360326,0.5081402852740191,46.480031942263274,9.796290497216232,1.105639261561798,0.9115906593454025,1.1483419999314295,0.967317854529411,1.0920188535020208,0.9585255671046901,0.9008852306529211,0.7807386037670242
4.5784230054301185,0.0,0.0,366.035280082641,1.4486582712984997,1.1378299653225246,0.9881581641281572,0.9978180349545803,86.32019765962485,9.975381511782945,0.30082104694492817,55.644341833075636,10.044155810039753,1.2326377920774099,0.8857924092272168,0.9347357847860581,1.0592618614729834,0.8798349571249049,0.8132698127700501,1.0053957747917022,0.9378049811501835
5.795181445190734,2.3196854844395656,0.21497011289795429,187.32410930348178,0.45061192455080923,1.21470056003935,1.0066198579739813,0.9965086666910508,79.57964948055746,12.93758297632414,0.48932840744155576,43.8193808063475,9.342925169452498,1.0303407485224698,1.0664939516750467,1.0665184013101112,1.0533438126228303,0.9263507664110555,1.1326457483425645,0.8695112685271903,1.0142684873720063
5.319427444028094,1.1458068833039674,0.18669199575682774,167.0129071988651,1.8654480136384424,1.0108121812962558,1.0142383016366718,1.0485951259480124,80.59322246183262,13.01829105804986,0.4936363133122771,45.14848756608456,10.032393772372753,0.8822209276513358,1.0497524873649817,0.9826234082512018,0.9316392455304625,0.9916619054314628,1.0409852727818634,0.888526857037373,1.101718294195524
4.11814750482588,2.0989195751058674,0.17673887374134217,178.60401043581984,0.5861544512149572,0.9395911643684575,1.0308725562661094,1.0061438248280197,80.17661307293218,12.74234536653685,0.49905185796502416,44.60936160132402,10.118247169794097,0.9554543989837913,1.0076380721889302,0.8105638374463373,1.0527152775912572,0.9255081073136588,0.9496290320313691,0.9447862687373112,0.9977834963104693
6.837051445928937,2.429436566310006,0.1931921228616507,172.12701946650128,0.024930799801833436,1.0910093785498556,0.9730390785146973,1.0238625842349043,81.3480195605264,13.528701683881216,0.4992216666159012,45.4588540698648,9.820174369655772,1.0544538580057825,0.9517816544764409,1.1148277674132958,1.0170889661635028,1.0632198100526178,1.0631955172313643,1.0127468448467711,0.8860231617630407
8.860905855478943,1.3448358954724493,0.16467771494773376,394.2417105069471,1.4469452225096457,1.065061598420813,0.9751589010564631,0.9931694117962895,70.17554636922333,16.783004047479388,0.5838485246707835,50.15063915872834,14.017503939584941,0.9919299302375814,0.8024919272953115,1.109412603255172,1.0580315952788784,0.9381482656438801,0.9948659861320984,0.979561478277336,0.9372561717484118
9.19016908273595,1.7189924661745526,0.2288848036911654,309.9487658891236,2.6305707598260337,1.1585956365881085,1.0065514755494067,0.9914486051666787,74.51423375636483,15.95141934819917,0.28716493065131343,29.193455698962932,8.567128256262441,1.1795414361550818,0.9062624819467766,1.1114107201630035,1.2096280963697414,1.1229540037785342,0.8604371336611579,0.9696110339013134,1.179109167495961
3.134254151381128,0.6802960401283535,0.33135873272180594,99.87562563345233,1.5027406775108978,0.7098493758021844,1.0125182128685646,1.0057251431575935,95.32934586025203,10.924744529845556,0.2019487673273217,19.78126620100679,5.274097362577241,1.0320765935096465,1.1684787455321461,0.9800596032011765,0.9263705685260852,0.951061563311399,0.8765684784416719,1.1865897154932143,1.023437098024632
48.74943324615283,44.94075783026615,0.8898996216781273,58.82094434723029,20.006081939142838,10.137627981236177,0.013075834426938032,0.0,13.530998044349131,3.2748111191093594,0.10302468458891025,2.075934501849715,0.14901512640559095,5.171668751978125,5.063986708255299,4.995386764390152,5.070173859293476,4.9199804893301655,4.733110448222815,4.936629000843421,5.025307444644471
39.678918709948306,29.419974187400772,0.7734791183213638,77.78088251470889,18.33631935846722,9.848289467632888,0.007195346456635054,0.0,8.971562135614088,4.8806070581320276,0.2149334096539319,1.5911253075084109,0.27067067257645744,5.070333543464544,5.01287375619931,4.8733146732224535,4.989427081927447,4.9776345245251,4.994740218138434,4.9604334867648054,5.026386591118373
48.96505091283951,45.40636222027911,0.8941552511707335,68.40861725136484,20.745437633649676,9.667377164003698,0.0,0.019622876087787972,13.891280264022114,3.1232958582479844,0.09753904947904023,2.1594527070855962,0.21010888635111663,5.001451590602998,4.95669681606418,5.04968983900041,4.896651374121202,4.803335136888838,4.993112233933531,4.881014540501491,5.164505967007391
10.29036270229282,0.0,0.23965701899816177,300.97468001226275,1.9955867407901806,0.6133633711615167,1.0184610652674173,1.007990393415389,71.796361812703,15.78172530157563,0.2877817382771194,31.63783228411075,8.248550431600536,1.1026945563210462,1.028374219105965,0.8865725350484784,0.7354762305887288,0.9654794307612694,0.9060671985891063,1.0009281738633962,0.9952202433694746
8.24072051225508,2.385338963987567,0.12751574014143363,401.5187118635015,0.0,0.7540765848029031,0.9780528269180632,0.9963761943303837,69.28124616144454,16.831499524446848,0.5822002949822067,49.82466001413367,15.432661256434121,1.1679087974845994,0.9424212274081796,1.0274841804780368,0.9184847118958462,1.0848300215138253,0.962274567912173,1.0718386500719292,0.8949078907456895
39.250545343517665,29.583075078637062,0.7226102053068486,84.12502458392954,18.00574073386155,9.686231262753,0.0,0.001084245604946542,11.60889314396664,4.5607312574953776,0.1978686167628682,2.7983183599012915,0.4224439203867888,5.074916209243042,5.015539105662084,5.087564567004918,5.068766628450095,5.089103690424478,5.086493726966249,5.1310070942120785,5.052827288526921
2.0843209093078605,0.5396623524654419,0.32428100769224716,102.95819438246508,1.3997825276102855,1.1716933032498087,0.9927803478954667,1.0099296724379356,92.16651726820638,11.063713586017728,0.2092543396888078,20.410954003663456,5.13459895419732,0.9296696703273568,0.907344151897527,0.7048890513163517,1.1021990426732247,0.8925240669587319,1.050226433535192,1.1098147333231878,1.1040066845217167
39.90139966909163,30.247235729859902,0.7605951648889397,85.02682723376783,18.525865220454406,9.944808044888296,0.020578538343552902,0.0,13.067688173155332,5.050564020668917,0.21137771005577563,1.2684893684687648,0.33809913640095146,4.86889236841251,5.1700391070440865,4.942934357765607,4.848891106818119,5.175288760260049,5.057583103117033,4.961040806027674,4.799167906887404
7.664433044116102,1.8497047553811055,0.1498409133966973,400.0367575047899,1.2493775491002446,1.3517774639948472,0.968656162174847,0.9944045435328508,71.11555762074224,17.233840731174723,0.6018759730169583,49.686491389424745,14.777661878398686,0.9853287588834597,1.1077233560498798,1.0755558040780169,1.0749021498627884,1.0428278777231879,0.9237725608687192,0.9444378229939241,0.9379856358555012
9.078931570339511,3.675110520385937,0.19919791528742453,307.08252540819217,2.5732785091284605,1.0977173351320593,0.9732534552163479,1.0336887652568738,75.79412841496386,16.14116927553445,0.2917776239847907,30.504960603524378,8.261464936093972,0.9475446821313225,0.9440767350857255,1.0455406033669172,1.070518062555702,0.8100976433124805,1.0175315788279473,0.8324724585349828,0.8462893315008242
5.668073750640524,0.0,0.0,378.0274316309916,0.6163041740658949,0.8543830284478573,1.0067586777922424,0.977037949208389,88.08931379939084,9.990707195119999,0.3045695284381265,54.37640006833153,10.264384935122756,0.9641401149104962,1.0572294501054187,1.0217718886680096,1.05447723787987,1.0614349134893604,1.0152793583221738,1.0626351071547337,0.9150832672006435
0.884932666555514,2.588985418761037,0.3104526897504692,104.42560049013028,0.8037810106704131,1.486713931941726,1.0308391977898779,0.9734379285591032,96.55392239627086,10.689965609596703,0.20055103729888146,21.644714995585417,5.080187717705702,0.886278377696414,0.9848355813508306,1.1309647366070352,0.9908887590009703,0.9184487361847197,0.9423591761023862,1.087510878695804,1.0186120110712444
9.836084589949424,1.3761844658347324,0.18442548450195673,300.9500213537618,1.7686053426886557,1.1244903091517378,1.0101535874354937,1.0313329485624878,77.40551557599345,15.759027690898733,0.294425402395326,30.73960590889729,7.766130607186411,0.9200753541268706,0.9560456659183014,1.0233079234740179,1.0511883068116943,1.0237007366682362,0.9660097369557498,1.118923339166792,0.8792004186822749
3.8349044918830835,0.0,0.0,359.9423020109288,0.930373776651374,0.7764243239508856,0.9672068313649137,1.0048400662846861,88.45616477606144,10.333353869232958,0.3023492993885247,56.401591324841284,9.942726304302898,1.0382738058179415,1.0941497911808125,0.9781412982011563,1.0407772693897426,0.921295775580593,1.0027327270050292,1.0288874103120769,0.9872299051985939
7.774965262268876,1.3701242029560228,0.11836659995329399,391.75195356615023,1.1671366104070688,1.1164875661466855,1.004972977387107,0.9792562589950509,70.63755974443238,16.746983239985827,0.6031819889615954,50.409682435483155,14.980542758725326,1.110234803114347,0.677957814498111,1.0125361546619907,0.8595250910765211,1.0766816125765835,1.0203523155638283,1.1307127682174083,0.9127436966023574
7.567684689394502,1.9578191061679602,0.12412616324092972,405.6125656797974,1.6603860416099465,0.9309933115737872,0.9621704815475065,0.9752745737207782,70.94508030498956,17.405088505990797,0.5974708735632897,48.768989951038904,15.477368194041496,1.1301541481070396,1.0278527811914075,0.9272224493850114,1.1143789804992696,0.9983351631499476,1.168456875082657,0.9554055159395579,0.8319633594659762
4.8919249041446395,0.0,0.00937324708646636,360.2951748031549,0.9848579583855431,1.248494079061987,0.9867383725707561,0.951913665732793,86.98992793853442,10.002721962320079,0.2972551060340171,57.77149285736253,10.520946791050218,0.9768977735164944,1.0639368805823848,1.1033428365542943,0.9256660611829644,0.7708985561245715,1.212574596053321,1.0855389088145326,0.8877115577596547
6.0599855502594275,1.1721652561462856,0.11564619887458671,251.40236397963724,1.502949255138939,1.35539305752125,1.003533804473616,0.9991702466625616,76.19947649922189,19.370181290628054,0.5206167444968944,30.26127359120377,8.01040392561664,1.0689222730362276,0.8876295673365664,1.068157107778472,1.106384458893975,1.1180921301047746,0.8395661420330972,0.7845512225989512,1.0794465761160639
12.152046831477891,2.283028044652572,0.19062054026010922,310.2357318514628,3.018467466405527,0.825607249711308,0.9726509285076442,1.0056387730724639,74.19436307611515,16.310333287441587,0.2945378520726536,30.163760055587492,7.8203196086616815,1.0973403935699377,0.9170586711934611,0.9870105093199534,1.0722962873753625,0.869892182042303,1.0647538844156474,0.9494490833944427,1.0019753352516625
8.22633896671797,1.8426307701616962,0.19497661599345895,302.4116582250622,1.6287534863758149,0.8780263099630434,1.0046894261148804,0.9979666782530715,77.66890368079176,15.456358570929886,0.29748252001887704,30.51721576573379,7.9325426741630665,1.2160624975662975,1.004329063532128,1.0106354410536191,0.9983390987723142,0.9968637272460776,0.9916597050072312,0.8206721817952403,1.0976290398116937
50.07946335642399,45.41285889768862,0.9257820817219977,56.79902868496286,20.748172111985678,9.935518926550607,0.0,0.0,10.845914707842983,2.5422832949233793,0.08326749491813679,1.3166132959850465,0.5011138313177556,4.9916614076245684,5.063812775871957,4.795504638091404,4.9966961562129875,5.028340668642617,4.874164029348432,4.984552239981357,4.9274095623924765
5.527236239094018,1.6014790024454446,0.19065953267532335,187.29530126191992,0.6263676854774339,0.7887347445170618,0.9986276703691984,0.9775702701627806,76.86070913082916,13.02807698619924,0.4951860925540163,46.29861561362543,9.87190719158483,1.0572864413789844,0.9322547845396015,1.085996217153247,1.1948232486606045,0.8761760320072679,1.1737032850490063,1.125291963381505,1.0458987474233623
6.811501152434111,1.2758672283141803,0.14074798897464758,411.5603062331247,0.96163592967241,0.8566297583888766,1.0257141062054358,0.9515897480011819,68.36632048710669,16.905015352088697,0.595854979054534,49.41998619947899,14.764328444349754,1.059209983067641,1.172226578293186,0.9555123917748864,1.0466140368908454,1.014505530535211,0.9161935066550372,1.0408243836994107,1.0425887139404868
69.37394452916855,68.01707093683383,0.9607915719864791,43.958027081641944,25.367303918495082,12.12840806528214,0.0,0.01480444768516309,9.100117649885428,1.645616459395152,0.1047164603612205,2.059239085454447,0.42778113366937764,5.944305583417793,6.088849610276163,6.024535810839165,5.991055081000399,6.182936588517133,5.785847087135268,6.045771622670267,5.95263486798391
38.285109850885924,31.41863250300411,0.7238851105971822,74.33591027272634,17.984843400811474,9.87386925513738,0.04038415525103705,0.0,12.242403945074464,5.049651288756618,0.20503480656685863,0.0,0.0,5.146242058821455,4.933745938344881,4.861876133009538,5.00980454918599,5.026360473080653,5.12974689034624,5.092430985562614,5.256890640029462
7.929153780912514,1.8969461165722359,0.12585444637838383,242.20288893979995,2.290799103431093,0.9264231527599771,1.008837253863683,0.9835537422995212,75.88104777313097,19.26439174388277,0.5101809024248966,29.590114645451983,7.718551340475796,0.8571235478827275,0.9663002847889305,1.225707001874856,0.9625387167350955,1.0343973922375709,0.8093466105749163,1.0832526503316697,1.0901545483001454
69.97343303751217,67.57829158707274,0.9532995455170942,44.77298272608035,24.442235128036064,11.845568966441277,0.00026000119659292563,0.009091015296595806,10.99490758551045,2.164372667393271,0.08706356996202251,0.6296625109028376,0.0,5.952864286421839,5.986366723420088,5.952845161393535,6.134111816146522,5.967929907018001,5.847482812159435,5.858181271206636,5.732240451201496
8.78423078407349,0.1552610235912033,0.1259604436395617,252.61766041240395,1.52545181922517,0.883080638679127,1.004474082674542,0.9981113947697299,83.42406407648745,18.867003323315462,0.49886221905582045,32.12432750863281,7.893144772793344,0.8420657826989602,1.027841536716511,1.1202738306011668,1.200574830545962,0.9451781659137002,0.8950167240937966,0.887351030465293,0.9406462039229095
6.758687298840948,0.0,0.14791728564688547,201.1909732766758,1.7497388933062008,0.8394701633414486,0.9913939500185969,0.9897634181895312,89.56520990653836,13.97621719957611,0.512753796545613,39.154435325115095,12.521685263351475,1.9874928219903683,2.0086127075137696,1.873343312206341,1.9089659621896453,1.978420773011061,2.038398279205999,2.0506671099398064,2.013667001543469
7.258297790143848,0.9303251150057393,0.16286930583213713,258.0199171599775,0.7511767871797604,1.0971970269718654,1.006028245005147,0.99891539712382,80.23503521228189,18.745069265282286,0.5060582430408483,30.926311796703672,8.49334028037372,0.9390630687477453,0.9457402437149001,0.9868029916065326,0.9558213351088936,0.88461276019248,1.0600549312218022,1.026325213918689,0.8432587939011236
5.077672659593404,0.0,0.017692964990705204,365.9055254453255,0.041330750228597335,1.267194394870419,1.0241455837559186,0.9454936731028569,89.16468345793878,10.153778689316123,0.2951992860578073,54.98797562125581,10.23026585613755,0.893370011084224,1.0447252599921546,1.0719845719763017,1.0137892434267446,1.0220126202397066,1.0540334652736185,1.0116079762486405,1.0447595094096533
8.434424748373226,1.7115409610522467,0.203087749969133,297.17371983908976,2.418880493071082,0.7481754262644851,1.0226718920199482,0.9676246510149592,76.16926941887519,16.188810981162593,0.29302453296675357,30.633873640599855,7.869974206503712,1.2129044806110756,1.0343998542386452,1.0186930480574707,0.8752187942199378,0.8912199794571725,1.1370917647411902,1.097667966388697,1.0646346984306834
40.96006533652696,31.98494874685237,0.7537889127608169,92.62322580944286,18.227893340613008,10.067115700208644,0.021565103194724964,0.00550612386590335,9.663557136595006,5.000640682508732,0.2026299707152795,2.834307246981871,0.4006232364744872,5.0859292644306695,4.972785990110071,5.124815236546615,5.041335540390577,4.922366535517881,5.160225253957682,4.98055474276662,5.095431075126573
41.08480324709695,28.65332959339014,0.7540241425508895,85.46449714497273,18.868622716252506,10.10446880925179,0.0,0.0,10.51334753121734,4.9282897827372185,0.1991422491351135,0.5234132733771772,0.1274825919098167,5.0085833511020015,5.099124261710266,5.116960241407289,4.850004773649,5.02039656487693,5.0211858980195805,4.970823855786563,4.932307976618141
39.125505975611446,31.456620959189042,0.732575149065202,80.31345850727278,18.077573891853653,9.798482674211904,0.0,0.0,10.21852420710631,5.485535921286817,0.1883032179711643,1.6425467350206788,0.5394712387215088,4.989737765871384,5.073941956690955,5.033405615441022,5.091428177948138,5.121230849957548,4.999882612612174,4.924823402209744,5.115131713340599
3.459858167961387,1.5571437711993523,0.26459190932227006,237.43078271547262,0.5625153754036729,0.7820169035503475,1.0194434168689726,0.9808614442807707,83.68750114933222,15.117937470253203,0.39547895999727256,59.56930112985927,20.0489991964314,1.1029080931055193,1.06333470083735,0.964241511642969,1.0213313788531373,1.0684293603735224,1.1748172994622939,1.0590305878796387,1.0405571605389394
43.225647203093075,29.562518910730823,0.7828156994052266,79.99176920087957,17.90639988979877,9.900662244475772,0.0018804911515245425,0.0,11.133418914853548,4.417022755419967,0.19729739530736745,0.19039325908984606,0.3985564204324913,5.06591839976915,4.996169246144258,4.968103630238084,5.046896661084754,4.826559591483813,5.153189508322839,4.961973163387826,5.31744337412613
3.3743186945491406,0.29451930044956787,0.21208504004422038,180.6627974543308,0.5778888821410377,0.8698420396433351,0.9627946958803166,0.999337819937327,80.05166216485267,12.803650265214618,0.49619493761678835,44.786079913534394,9.271316143596799,0.8753299141691931,1.0137895775372228,1.1364396406703867,1.1337980961914915,0.9163526602422118,0.9855095839423771,0.7901128372279584,0.9449057976742871
39.658095012058396,29.90371570765418,0.770759734967927,75.34628205525523,18.002404391213464,9.804851120080647,0.0,0.0,11.271680502679633,5.033612034828318,0.19944510950580563,1.0242842131430738,0.5904657176111675,4.869167278241097,5.07082178633895,4.990577528317904,4.952669564882305,5.012353420992914,4.998618530375257,4.988383699031471,5.091242377141117
8.781528821312858,0.4771767431298991,0.17357193089409237,254.0383208397603,1.0094194096513678,0.8457544602178397,1.003760478367708,0.9887976456971869,77.23350937133227,18.388068520369544,0.5024863111445182,28.661137174722896,7.563898259520338,0.7742100672852071,1.0471384324235722,0.9881078482450082,1.1460940721546158,1.048535774142648,1.0272650393009175,0.9438658781734861,1.2540735611275622
6.704681748976845,0.0,0.007137744371182244,354.12818916838415,1.7554397273650872,1.3307378676073145,0.982442618441755,0.9841179848835518,88.52447778991909,10.246826934385354,0.2900925798904151,56.05974669162396,10.306735271261031,1.0038010501736647,1.0559968217575872,1.007488871012988,0.8514158286101524,0.8684025387040581,0.8235188360854411,1.0111077757692863,0.9540949356373252
6.055755028704939,3.520051654282823,0.17358633417079153,206.39887703409906,1.5015349263766085,0.4773486822202616,1.0046773320453406,1.0450340411760393,89.68746418336683,13.503157279893184,0.49168018769185134,41.2738038176348,12.00114163905324,2.107858958255513,2.0504352246580364,2.0423690773822036,1.8618758669641764,1.8491695487209556,2.0867390477627326,2.2308351231265844,1.9852999532066122
28.4394933989172,24.980362623830267,0.8205205128190869,89.96781623098438,14.224921064211374,8.014634895494895,0.0,0.0016651742878353525,14.062983241387546,3.961087262716445,0.20440031103728654,3.019287901969917,0.2551402671629944,3.833765102676924,4.088312241157415,3.918036507914805,4.133862394427578,3.963571380353593,4.104867207233642,4.038084684921833,3.9428197915740966
7.982633063055107,1.2568524079684738,0.15378215247675608,389.5009806912919,1.534151066243148,0.8072848140032262,0.9939239407392977,0.946656298883873,68.42587193391304,16.99335896350432,0.5901071385328326,49.0462608759433,14.560033222386595,0.8416406624047378,0.9853325705185472,0.9579584131890032,0.8521951482609058,0.9534613362745241,0.9046253912430103,1.0381057135067926,1.0946719398062799
70.15719804950979,66.31736556774798,0.9607845978517574,36.917752351732354,24.758801779499105,12.325231080091331,0.0,0.0,10.122819418071764,1.8316474014770232,0.1094413982770594,1.9792035365881573,0.0,6.043154328822182,5.966089666893332,6.016311932319484,6.129074918422732,5.980546876210568,5.886057969060376,5.9919696218524106,5.870564410841302
39.56079084359478,29.853279665146314,0.7208059144207082,63.17680284608154,18.144081776602,10.33441133913903,0.002026902853697701,0.0,11.88299940136153,4.993085683833773,0.20220907315121459,1.6507901008370895,0.23606048011025557,4.979253965664527,4.931708958978213,5.197091574997849,4.798925180066399,5.251474708915911,4.9772546203210215,4.931633668655841,4.9212142165422454
5.258827204870968,0.0,0.0,349.79925262437894,1.4534368734822947,1.0557855331505412,0.9987801134650711,1.0138991217300575,91.45241016720946,9.82000985572459,0.2989054531225173,54.51875830339802,9.897595580416246,0.9542998104870745,0.7367735521321648,1.226587330186903,1.0114863089123545,1.021676740783807,1.0837203042312273,0.8822434004423199,1.0169915920374832
9.07687711310454,0.0,0.11690927072310495,403.3603718601322,1.3741807487746005,1.4706010621102175,1.0513708302322373,0.9911313452790367,70.97646712210413,17.24723316743018,0.5990953856227098,50.55492147670837,15.22149044134225,1.0191446349182856,0.9884576309793984,1.105037548650679,0.9623015419031838,1.0148944106806674,1.0598728785546867,0.9485033545101328,1.1757651577675337
70.04395498329545,67.28665589941147,0.9748447877997709,45.995221914040194,24.65896202376428,12.280440069154468,0.010851936124385111,0.0,12.333451998674466,1.8899828948890287,0.1017831400552872,2.37694410743981,0.1618858510707017,6.013861303294336,5.984565144441412,6.181359207062966,6.004667387118671,6.0372070713310695,6.03156488362061,5.9319933684519075,5.819700417166377
4.537562913083999,1.4657840950800654,0.1962304032023868,171.25563041126736,0.8207436096396283,1.1302107361787732,1.0209277628970406,0.9786054617834319,80.32537939544376,12.626150645086442,0.5118833366244104,47.54102620443077,9.72075536637266,1.0884650015830162,0.8839506933641514,1.1274609482161189,1.0374751451883328,0.9316644876308158,1.014646500618012,0.9851501611296035,0.9503506557443472
